@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute inTotalpkts numeric
@attribute inTotalsize numeric
@attribute inMinsize numeric
@attribute inMaxsize numeric
@attribute inMeansize numeric
@attribute inStdsize numeric
@attribute inKurtosisSize numeric
@attribute inSkewnessSize numeric
@attribute inStandardErrorSize numeric
@attribute inMiniat numeric
@attribute inMaxiat numeric
@attribute inMeaniat numeric
@attribute inStdiat numeric
@attribute inDuration numeric
@attribute outTotalpkts numeric
@attribute outTotalsize numeric
@attribute outMinsize numeric
@attribute outMaxsize numeric
@attribute outMeansize numeric
@attribute outStdsize numeric
@attribute outKurtosisSize numeric
@attribute outSkewnessSize numeric
@attribute outStandardErrorSize numeric
@attribute outMiniat numeric
@attribute outMaxiat numeric
@attribute outMeaniat numeric
@attribute outStdiat numeric
@attribute outDuration numeric
@attribute behavior {chat,browser,video,search}
@data
45656,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.400689,0.17114,0.17267,1.369131,13,3702,40,1400,284.76923,478.82664,1.9469,2.01948,132.80261,0.000035,0.319752,0.11407,0.12,1.368887,browser
45572,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0,0.31997,0.12944,0.13954,1.164927,12,3666,40,1400,305.5,492.81733,1.47349,1.89427,142.26411,0.000001,0.319882,0.10592,0.10244,1.165144,browser
38373,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000106,0.259908,0.10996,0.11336,0.439849,8,1078,40,557,134.75,168.58585,2.69092,2.14095,59.6041,0.000011,0.259923,0.09717,0.11434,0.680166,browser
42499,6,443,3,132,40,52,44,5.65685,-0.75,1.06066,3.26599,0.061111,0.716102,0.38861,0.3275,0.777213,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.31502,0.401025,0.34493,0.0397,1.034784,browser
45946,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.319598,0.13121,0.13324,1.049706,13,3714,40,1400,285.69231,478.57358,1.94161,2.01689,132.73243,0.000008,0.240076,0.08748,0.09779,1.049727,browser
45998,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.398678,0.16987,0.17131,1.358977,13,3754,40,1400,288.76923,477.88366,1.91797,2.00574,132.54108,0.000009,0.320917,0.11328,0.12164,1.359312,browser
45414,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.315784,0.1283,0.14262,1.15468,14,3790,40,1400,270.71429,464.71488,2.40282,2.12842,124.20028,0.000001,0.303452,0.08884,0.11928,1.154882,browser
45966,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000001,0.39754,0.15055,0.16971,1.354962,12,3534,40,1400,294.5,492.99451,1.48314,1.90027,142.31526,0.000016,0.320332,0.1232,0.11338,1.35525,browser
41887,6,443,9,4904,40,1400,544.88889,567.99852,-1.24315,0.65018,189.33284,0.000044,0.410352,0.15747,0.1641,1.25977,10,1437,40,722,143.7,201.62046,4.56636,2.53885,63.75799,0.000004,0.319315,0.13999,0.13718,1.259901,browser
45970,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.390555,0.1508,0.15674,1.206398,12,3498,40,1400,291.5,486.44587,1.49163,1.90102,140.42483,0.00002,0.325581,0.10967,0.12978,1.206364,browser
45704,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.324778,0.13321,0.15,1.198921,15,3862,40,1400,257.46667,452.36488,2.84782,2.22778,116.80011,0.000004,0.304975,0.08565,0.11401,1.199066,browser
46018,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.325729,0.16003,0.1599,1.280271,13,3706,40,1400,285.07692,478.73993,1.94523,2.01866,132.77857,0,0.318673,0.1067,0.12451,1.280457,browser
45662,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.39841,0.15057,0.17302,1.355106,13,4826,40,1400,371.23077,539.30427,-0.12351,1.36626,149.57609,0.000011,0.395122,0.11293,0.15026,1.355198,browser
45726,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.320827,0.10414,0.12284,1.041389,11,3502,40,1400,318.36364,510.16223,1.01049,1.76568,153.8197,0.000003,0.255357,0.10414,0.11271,1.041437,browser
42073,6,443,1472,1260494,40,1400,856.31386,597.77297,-1.80426,-0.29293,15.58053,0,6.847329,0.16181,0.49545,238.017644,1465,304029,40,1400,207.52833,348.10912,3.61383,2.15775,9.09487,0,6.650412,0.16279,0.44562,238.323187,browser
45988,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.328125,0.14993,0.15101,1.199467,12,3554,40,1400,296.16667,493.95999,1.48452,1.90127,142.59397,0.000018,0.250882,0.10911,0.09282,1.200159,browser
45554,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.294155,0.10663,0.11923,0.959629,12,3866,40,1400,322.16667,490.72172,1.29604,1.81031,141.65916,0.000006,0.319559,0.08725,0.11527,0.959767,browser
45676,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.399455,0.11965,0.14656,1.196515,13,3734,40,1400,287.23077,477.95191,1.9402,2.01616,132.56001,0.000001,0.320693,0.09973,0.11725,1.196772,browser
48949,6,443,6,683,40,303,113.83333,96.89757,0.11683,1.29727,39.55827,0.000031,0.329526,0.17235,0.1401,0.861769,9,1351,40,557,150.11111,182.73079,0.67949,1.60929,60.91026,0.000004,0.303859,0.13126,0.11255,1.050095,browser
45840,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000003,0.48027,0.15998,0.17404,1.279855,13,3794,40,1400,291.84615,477.43076,1.88498,1.99096,132.41547,0.00002,0.321218,0.10666,0.11788,1.2799,browser
45670,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.320299,0.12378,0.14105,1.113986,12,4010,40,1400,334.16667,493.05964,1.04629,1.70897,142.33406,0,0.263862,0.10137,0.10832,1.115051,browser
45616,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000003,0.317097,0.12272,0.13694,1.104474,12,3686,40,1400,307.16667,491.86564,1.4799,1.89768,141.98938,0.000005,0.320462,0.10044,0.11584,1.104808,browser
45618,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.400856,0.14889,0.1697,1.340005,13,4090,40,1400,314.61538,481.45653,1.37435,1.79859,133.53202,0.000001,0.319819,0.11168,0.12669,1.34017,browser
45502,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.334507,0.11659,0.14009,1.16591,13,3878,40,1400,298.30769,477.25374,1.78546,1.9493,132.36637,0.000004,0.224666,0.09717,0.09276,1.166049,browser
45498,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.338982,0.10795,0.1323,1.079492,13,3934,40,1400,302.61538,477.7187,1.69734,1.91471,132.49533,0.000002,0.220441,0.08997,0.09411,1.079665,browser
42773,6,443,65,70724,40,1400,1088.06154,547.40045,-0.27589,-1.28194,67.89667,0.000001,0.478748,0.03453,0.10132,2.209613,68,8105,40,1400,119.19118,267.07122,14.94768,4.01051,32.38714,0,0.319939,0.03582,0.08825,2.399807,browser
45912,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.320885,0.13995,0.14358,1.119616,12,3430,40,1400,285.83333,474.39906,1.53941,1.90839,136.94721,0.000006,0.24008,0.1018,0.09211,1.119811,browser
45890,6,443,12,4919,40,1400,409.91667,537.3423,-0.43566,1.17409,155.11736,0.000002,0.319681,0.10194,0.13645,1.121319,13,3626,40,1400,278.92308,480.92019,1.96159,2.02743,133.38326,0.000001,0.240919,0.09345,0.10745,1.121365,browser
45800,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000001,0.320328,0.1335,0.15074,1.201523,13,3722,40,1400,286.30769,478.41668,1.93763,2.01496,132.68891,0.000002,0.241002,0.1001,0.1039,1.201175,browser
45646,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.400547,0.13617,0.1658,1.361713,13,4118,40,1400,316.76923,482.50359,1.30692,1.77586,133.82242,0.000034,0.321937,0.11349,0.12862,1.361854,browser
45888,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.319475,0.11986,0.12509,0.958853,12,3506,40,1400,292.16667,487.89118,1.48879,1.90068,140.84205,0.000002,0.240075,0.08717,0.09265,0.958878,browser
42623,6,443,11,1041,40,242,94.63636,61.51758,0.99013,1.45659,18.54825,0.000006,30.080295,6.11157,11.95268,61.115733,15,2718,40,1400,181.2,349.10403,7.72412,3.08483,90.13827,0.000023,29.839605,4.40072,10.38534,61.610142,browser
45472,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.359829,0.11985,0.1462,1.198521,13,3738,40,1400,287.53846,478.13124,1.92855,2.01065,132.60975,0.000033,0.239511,0.09988,0.09147,1.198551,browser
45750,6,443,10,4827,40,1400,482.7,560.42235,-0.96998,0.89322,177.22111,0.000003,0.329637,0.13324,0.15046,1.199188,13,3838,40,1400,295.23077,477.20712,1.83789,1.97082,132.35344,0,0.24058,0.09994,0.09821,1.199292,browser
42731,6,443,8,5265,40,1400,658.125,576.2457,-1.55975,0.15434,203.73362,0.000012,29.59579,4.3656,10.30134,30.559215,11,1697,40,972,154.27273,265.1415,6.07349,2.87447,79.94317,0.000076,29.0493,3.08797,8.65529,30.879664,browser
45738,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.479452,0.18979,0.19903,1.518316,13,3842,40,1400,295.53846,477.20107,1.83305,1.9688,132.35176,0,0.318781,0.12655,0.12296,1.518645,browser
38371,6,443,16,6114,40,1400,382.125,531.08602,-0.14522,1.32831,132.7715,0.000003,30.357488,10.13766,14.10703,152.064826,24,2277,40,557,94.875,115.23321,8.96136,3.10094,23.52188,0.000002,30.138265,6.62431,12.26219,152.359219,browser
45450,6,443,12,4907,40,1400,408.91667,537.53844,-0.43059,1.17866,155.17398,0.000002,0.320828,0.08715,0.11205,0.958677,13,4602,40,1400,354,517.54465,0.13607,1.43077,143.54106,0.000002,0.228975,0.07992,0.08121,0.958998,browser
38119,6,443,7,4392,40,1400,627.42857,607.35371,-1.60091,0.32357,229.55813,0.000003,0.372333,0.10291,0.14878,0.617441,10,887,40,230,88.7,69.37154,-0.45032,1.12121,21.93721,0.00001,0.250022,0.09489,0.11029,0.854032,browser
41895,6,443,7,4376,40,1400,625.14286,608.55788,-1.60449,0.33113,230.01326,0.000006,0.430706,0.1198,0.17421,0.718786,10,866,40,221,86.6,68.29524,-0.6112,1.07823,21.59685,0.000005,0.25108,0.10777,0.10128,0.969961,browser
41977,6,443,16,6442,40,1400,402.625,504.33432,-0.29029,1.21945,126.08358,0.000005,0.286185,0.08204,0.10847,1.230565,20,7332,40,1400,366.6,516.99636,-0.19854,1.24249,115.6039,0.000012,0.235299,0.07685,0.08952,1.460067,browser
45956,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.398045,0.16371,0.16845,1.309711,13,3710,40,1400,285.38462,478.65558,1.94347,2.01779,132.75517,0.000005,0.319687,0.10918,0.11801,1.3101,browser
45708,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.320969,0.1041,0.12181,1.041036,13,3650,40,1400,280.76923,480.08319,1.96343,2.02812,133.15112,0.000009,0.321013,0.08677,0.11229,1.041244,browser
45906,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.38135,0.14567,0.16485,1.311066,12,3986,40,1400,332.16667,491.59381,1.12048,1.73819,141.91091,0.000004,0.381587,0.1192,0.15953,1.311248,browser
45990,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.49927,0.15251,0.17455,1.220085,13,3618,40,1400,278.30769,481.18961,1.96132,2.02739,133.45799,0.000005,0.299827,0.10166,0.11732,1.219903,browser
45702,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.340975,0.15324,0.15511,1.2259,13,4354,40,1400,334.92308,494.32774,0.7285,1.59562,137.10185,0.000002,0.2602,0.10218,0.10682,1.226161,browser
42229,6,443,9,5336,40,1400,592.88889,573.76794,-1.49169,0.38825,191.25598,0.000006,29.998271,3.83982,9.88765,30.718585,13,2004,40,1168,154.15385,297.71666,8.22307,3.24982,82.57174,0.000016,133.319712,13.69642,36.9925,164.357008,browser
42613,6,443,17,10268,40,1400,604,599.17149,-1.65067,0.42108,145.32043,0.000004,30.319366,3.9057,9.92609,62.491129,23,4236,40,1400,184.17391,364.99918,5.72632,2.75284,76.10759,0.000004,29.978052,2.85438,8.53158,62.796278,browser
45792,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.401176,0.17008,0.17591,1.360643,13,3734,40,1400,287.23077,478.19905,1.93096,2.01179,132.62855,0.000003,0.320052,0.11344,0.115,1.361272,browser
45492,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.319137,0.11215,0.13332,1.121458,13,3734,40,1400,287.23077,478.19905,1.93096,2.01179,132.62855,0.000017,0.261147,0.09348,0.10252,1.121721,browser
45866,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.321355,0.13345,0.15062,1.201056,14,4214,40,1400,301,471.83835,1.60111,1.85439,126.1041,0,0.320772,0.09242,0.1184,1.201397,browser
38659,6,443,16,7680,40,1400,480,591.69238,-1.16725,0.86102,147.9231,0.000003,30.03636,3.96047,9.89963,59.407075,18,1441,40,307,80.05556,73.79436,3.3703,2.18237,17.3935,0.000003,30.076365,3.51247,9.3482,59.712029,browser
45924,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.46342,0.13039,0.15987,1.173507,12,4326,40,1400,360.5,509.17474,0.309,1.4546,146.98609,0.000003,0.38363,0.10669,0.13355,1.17364,browser
45724,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000003,0.400386,0.12813,0.15905,1.281343,13,4482,40,1400,344.76923,506.02632,0.38169,1.49667,140.34645,0.000019,0.40004,0.1068,0.13522,1.28157,browser
45294,6,443,11,4867,40,1400,442.45455,549.28869,-0.70769,1.04364,165.61677,0.000002,0.999686,0.2201,0.29697,2.201022,13,4174,40,1400,321.07692,483.15557,1.22264,1.74848,134.00324,0.000057,0.999872,0.18342,0.27551,2.201065,browser
38057,6,443,8,4485,40,1400,560.625,594.296,-1.43056,0.58485,210.11537,0.000004,0.293675,0.0798,0.11019,0.558594,11,925,40,228,84.09091,67.21804,-0.16322,1.25893,20.267,0.000001,0.27996,0.0729,0.09817,0.729002,browser
41891,6,443,8,4416,40,1400,552,601.24787,-1.43509,0.58178,212.57322,0.000003,0.430624,0.11983,0.18935,0.83882,10,866,40,221,86.6,68.29524,-0.6112,1.07823,21.59685,0.000002,0.299027,0.11604,0.11331,1.04433,browser
45752,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.480765,0.14226,0.17176,1.280328,12,3750,40,1400,312.5,491.18114,1.42468,1.86914,141.79178,0,0.320527,0.11641,0.13359,1.280461,browser
45464,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.320189,0.10395,0.12725,1.039541,13,3730,40,1400,286.92308,478.26923,1.93328,2.01288,132.64802,0.000012,0.209878,0.08666,0.08097,1.039922,browser
45390,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.360439,0.12204,0.14349,1.220389,13,3690,40,1400,283.84615,479.1009,1.95136,2.02172,132.87868,0.000004,0.275644,0.10169,0.10788,1.22027,browser
45832,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000002,0.400019,0.15113,0.17036,1.360145,13,3838,40,1400,295.23077,477.20712,1.83789,1.97082,132.35344,0.000002,0.319089,0.11336,0.12443,1.3603,browser
45340,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000001,0.334758,0.11992,0.13481,1.079301,13,3646,40,1400,280.46154,480.28735,1.9608,2.0268,133.20774,0.000007,0.269874,0.08995,0.11571,1.079373,browser
45186,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.284374,0.09747,0.112,0.974718,13,3002,40,1400,230.92308,391.83738,4.00103,2.38444,108.67614,0.000004,0.279899,0.08121,0.11169,0.974546,browser
38536,6,443,12,4811,40,1400,400.91667,538.64296,-0.38225,1.22033,155.49283,0.000004,0.420649,0.11453,0.15309,1.259787,11,2657,40,1400,241.54545,391.7637,4.7146,2.53838,118.1212,0.000006,0.424659,0.126,0.14515,1.260009,browser
48633,6,443,7,4301,52,1400,614.42857,545.54268,-1.17237,0.58546,206.19575,0.000004,0.320087,0.14117,0.14607,0.847014,10,1323,40,415,132.3,137.82529,-0.09233,1.28177,43.58418,0.000012,0.24134,0.12055,0.09698,1.084932,browser
45514,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000001,0.397744,0.15107,0.17068,1.359595,12,3378,40,1400,281.5,465.48854,1.60677,1.91982,134.37497,0.000043,0.359903,0.12361,0.13021,1.359709,browser
45801,6,80,136,186157,40,1400,1368.80147,199.53169,40.19332,-6.50375,17.1097,0,59.789066,0.45536,5.1259,61.474006,141,6987,40,303,49.55319,22.88622,104.45918,9.6913,1.92737,0,118.120798,1.31026,11.11717,183.43588,browser
46008,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000003,0.345101,0.15106,0.15313,1.208493,12,3550,40,1400,295.83333,493.22389,1.48468,1.90121,142.38147,0.000001,0.25869,0.10986,0.10096,1.208422,browser
42019,6,443,17,9133,40,1400,537.23529,568.24213,-1.12813,0.8295,137.81896,0.000001,0.427202,0.1092,0.14231,1.747203,21,4313,40,1400,205.38095,356.78184,4.14014,2.30107,77.85618,0.000002,0.504126,0.09988,0.12703,1.997652,browser
45494,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.359682,0.12785,0.14957,1.278497,13,3706,40,1400,285.07692,478.73993,1.94523,2.01866,132.77857,0.000001,0.28461,0.10656,0.10088,1.278724,browser
42343,6,443,17,9525,40,1400,560.29412,623.60694,-1.53643,0.62018,151.2469,0.000001,30.237634,5.7024,11.7227,91.238328,19,3590,40,1400,188.94737,337.38522,6.6536,2.79559,77.40148,0.000007,29.907117,5.08664,11.06849,91.559464,browser
45634,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.479546,0.18007,0.1905,1.440551,12,3378,40,1400,281.5,465.48854,1.60677,1.91982,134.37497,0.000002,0.399711,0.13099,0.12876,1.44084,browser
45452,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000002,0.334478,0.10536,0.13237,1.158953,13,3734,40,1400,287.23077,478.19905,1.93096,2.01179,132.62855,0.000003,0.293676,0.0966,0.10723,1.159245,browser
45644,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000001,0.400947,0.15986,0.16462,1.278848,13,3898,40,1400,299.84615,477.36631,1.75591,1.93751,132.39759,0.000024,0.319806,0.10658,0.11454,1.278968,browser
45510,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.319609,0.11606,0.1364,1.160557,13,4406,40,1400,338.92308,499.65334,0.56288,1.54734,138.5789,0.000019,0.240944,0.09675,0.095,1.160983,browser
45797,6,80,63,83557,40,1400,1326.30159,295.59591,14.27458,-4.01422,37.24158,0,58.46976,1.02573,7.35896,63.595032,68,3862,40,302,56.79412,31.50936,51.76521,6.99901,3.82107,0,117.654491,2.74712,15.81816,184.056945,browser
38532,6,443,11,4747,40,1400,431.54545,552.52238,-0.67315,1.0831,166.59176,0.000001,0.369562,0.10586,0.12862,1.058606,11,3018,40,1400,274.36364,429.68832,2.20631,1.99611,129.5559,0.000003,0.309947,0.10588,0.11525,1.058839,browser
45880,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.400092,0.13948,0.16022,1.25528,12,3374,40,1400,281.16667,464.81445,1.61314,1.92093,134.18037,0.000008,0.320154,0.1141,0.12568,1.255143,browser
45886,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000001,0.32132,0.11739,0.13748,1.056472,13,4282,40,1400,329.38462,490.87403,0.88324,1.64136,136.14396,0.000003,0.240132,0.08806,0.09401,1.056736,browser
45774,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.4,0.13992,0.15236,1.119325,13,3994,40,1400,307.23077,478.73281,1.58534,1.87286,132.77659,0.000006,0.388912,0.09328,0.11871,1.119379,browser
48631,6,443,8,4865,40,1400,608.125,543.51436,-1.22497,0.41373,192.16134,0.000002,0.298889,0.11433,0.12649,0.800289,10,1328,40,396,132.8,132.45059,-0.19244,1.2538,41.88456,0.000006,0.300151,0.11429,0.11605,1.028591,browser
41931,6,443,13,3871,40,1210,297.76923,364.99719,0.83981,1.48781,101.23201,0.000031,0.245155,0.09332,0.09055,1.119869,14,4171,40,1400,297.92857,470.20291,1.70751,1.88452,125.66701,0.000008,0.245179,0.10462,0.08164,1.360009,browser
45522,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.320108,0.12449,0.1438,1.244905,13,3818,40,1400,293.69231,477.27308,1.86068,1.98045,132.37174,0.000065,0.319927,0.10376,0.10487,1.245084,browser
45170,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000001,0.331861,0.10798,0.12712,1.079807,12,2950,40,1400,245.83333,404.27854,3.39473,2.2555,116.70516,0.000009,0.269431,0.10001,0.11249,1.100083,browser
45516,6,443,10,4839,40,1400,483.9,559.4852,-0.96859,0.89492,176.92476,0.000001,0.399566,0.15332,0.17861,1.379852,12,3494,40,1400,291.16667,485.72537,1.49326,1.90124,140.21684,0.000002,0.321277,0.12547,0.12222,1.380168,browser
45386,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.395069,0.12437,0.15362,1.243718,13,3638,40,1400,279.84615,480.53349,1.96137,2.02718,133.27601,0.000044,0.275661,0.10366,0.09493,1.243895,browser
45940,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.321203,0.14218,0.1578,1.279604,12,3650,40,1400,304.16667,493.25227,1.47861,1.89716,142.38967,0.000003,0.32126,0.11635,0.14157,1.279811,browser
45602,6,443,11,4855,40,1400,441.36364,550.07442,-0.70925,1.04232,165.85368,0.000002,0.319748,0.10794,0.1253,1.079389,11,3334,40,1400,303.09091,479.50551,1.13365,1.78643,144.57635,0.000005,0.319495,0.10795,0.11455,1.079539,browser
42239,6,443,2,92,40,52,46,6,-1,0,4.24264,0.598764,0.598764,0.59876,0,0.598764,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.199188,0.399822,0.28025,0.08631,0.84076,browser
44873,6,443,10,4739,40,1400,473.9,562.4195,-0.94489,0.93529,177.85266,0.000002,0.401648,0.11382,0.1551,1.024423,11,2753,40,1400,250.27273,399.32627,3.99473,2.3772,120.4014,0.000015,0.369095,0.13941,0.15226,1.394117,browser
45904,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000002,0.368656,0.10477,0.13931,1.152452,13,3738,40,1400,287.53846,478.13124,1.92855,2.01065,132.60975,0.000005,0.270167,0.09598,0.10734,1.151773,browser
45376,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0,0.39508,0.12118,0.1443,1.090634,13,3834,40,1400,294.92308,477.21556,1.84263,1.9728,132.35578,0.000008,0.279218,0.0909,0.10166,1.090778,browser
38059,6,443,23,20072,40,1400,872.69565,629.97042,-1.70827,-0.46172,131.35791,0.000001,30.338448,4.15051,10.31608,91.311252,27,2050,40,409,75.92593,77.55663,10.7466,3.34121,14.92578,0.000001,30.072345,3.51967,9.51167,91.511479,browser
45642,6,443,9,4775,40,1400,530.55556,571.02425,-1.21047,0.72006,190.34142,0.000002,0.391221,0.1706,0.17432,1.364833,13,3946,40,1400,303.53846,477.22171,1.70078,1.91623,132.35749,0.000009,0.374736,0.11374,0.13994,1.364911,browser
45592,6,443,10,4815,40,1400,481.5,561.35537,-0.97137,0.89158,177.51615,0.000002,0.358448,0.13765,0.15473,1.238827,14,4446,40,1400,317.57143,484.79417,0.98531,1.68003,129.56669,0.000004,0.24424,0.09535,0.09296,1.23949,browser
45500,6,443,12,4919,40,1400,409.91667,536.86194,-0.42894,1.17981,154.97869,0.000002,0.359871,0.09896,0.12999,1.08857,13,4170,40,1400,320.76923,483.67172,1.21053,1.74441,134.1464,0.000015,0.239811,0.09073,0.0972,1.088741,browser
42615,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000214,0.318815,0.15982,0.12645,0.639282,8,1078,40,557,134.75,168.58585,2.69092,2.14095,59.6041,0.000038,0.2428,0.12586,0.08525,0.881045,browser
