@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute inTotalpkts numeric
@attribute inTotalsize numeric
@attribute inMinsize numeric
@attribute inMaxsize numeric
@attribute inMeansize numeric
@attribute inStdsize numeric
@attribute inKurtosisSize numeric
@attribute inSkewnessSize numeric
@attribute inStandardErrorSize numeric
@attribute inMiniat numeric
@attribute inMaxiat numeric
@attribute inMeaniat numeric
@attribute inStdiat numeric
@attribute inDuration numeric
@attribute outTotalpkts numeric
@attribute outTotalsize numeric
@attribute outMinsize numeric
@attribute outMaxsize numeric
@attribute outMeansize numeric
@attribute outStdsize numeric
@attribute outKurtosisSize numeric
@attribute outSkewnessSize numeric
@attribute outStandardErrorSize numeric
@attribute outMiniat numeric
@attribute outMaxiat numeric
@attribute outMeaniat numeric
@attribute outStdiat numeric
@attribute outDuration numeric
@attribute behavior {chat,browser,video,search}
@data
47038,6,80,14,12907,40,1400,921.92857,609.34185,-1.40046,-0.66534,162.85346,0,6.485277,0.52963,1.72074,6.885166,15,1103,40,427,73.53333,94.6762,10.8844,3.69422,24.44529,0.000004,6.245285,0.50819,1.59397,7.114592,browser
48177,6,80,53,61048,40,1400,1151.84906,487.32936,0.7416,-1.60933,66.93984,0,1.910138,0.06597,0.27819,3.430445,54,3214,40,432,59.51852,72.76032,22.10563,4.93069,9.90143,0,1.679785,0.06774,0.24194,3.589998,browser
49575,6,80,5,925,40,753,185,284.03803,1.06081,1.87375,127.02567,0.002216,0.347036,0.19995,0.14139,0.799802,5,920,40,740,184,278.10789,1.05759,1.8714,124.37363,0.07965,0.400255,0.19998,0.13284,0.799905,browser
49389,6,80,6,1846,40,1400,307.66667,495.75319,1.77913,2.0175,202.39039,0.000018,0.320197,0.1419,0.13069,0.709504,6,1147,40,927,191.16667,329.1557,2.03571,2.14427,134.37725,0.000005,0.289894,0.14194,0.09848,0.709691,browser
48891,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000035,0.334835,0.16129,0.16149,0.645178,7,868,40,557,124,177.6425,2.91953,2.33429,67.14255,0.000202,161.29782,27.04296,60.04069,162.257731,browser
39517,6,80,2,92,40,52,46,6,-1,0,4.24264,60.243236,60.243236,60.24324,0,60.243236,7,300,40,60,42.85714,6.99854,3.02778,2.38145,2.6452,0.239941,102.73782,27.78882,39.92708,166.732934,browser
47240,6,80,21,18644,40,1400,887.80952,609.01189,-1.57199,-0.49499,132.89729,0.000001,2.239272,0.16349,0.50383,3.269809,22,1665,40,429,75.68182,109.76975,6.52059,2.97573,23.40299,0,1.999894,0.16714,0.42993,3.509986,browser
47318,6,80,109,138614,40,1400,1271.68807,367.94509,5.87191,-2.74502,35.24275,0,6.239276,0.13051,0.72469,14.095011,110,6071,40,431,55.19091,63.09135,31.40568,5.77747,6.01552,0,5.920307,0.13211,0.67892,14.399812,browser
48865,6,443,32,23205,40,1400,725.15625,645.53704,-1.91401,0.00571,114.1159,0,179.842025,6.94217,32.15086,215.207266,28,3050,40,591,108.92857,163.41182,4.52017,2.56341,30.88193,0.000002,179.893144,7.98123,34.33849,215.493099,browser
48749,6,443,48,50856,40,1400,1059.5,569.28091,-0.61144,-1.16161,82.16862,0.000001,179.589195,3.84349,25.9124,180.644229,47,3276,40,746,69.70213,105.71155,33.57477,5.78614,15.41961,0.000001,179.646847,3.93665,26.19342,181.085962,browser
44853,6,443,6,1498,40,1149,249.66667,405.18172,1.90871,2.07946,165.41474,0.000068,20.004823,4.11328,7.94675,20.566398,9,2391,40,1400,265.66667,430.56165,3.0972,2.22595,143.52055,0.000048,19.976046,2.60621,6.56625,20.849679,browser
48091,6,80,155,197070,40,1400,1271.41935,363.87415,5.51966,-2.68367,29.22708,0,17.974748,0.24363,1.80502,37.519504,156,9176,40,429,58.82051,60.41464,32.9901,5.87662,4.83704,0,17.589631,0.24364,1.75812,37.764255,browser
45753,6,80,27,26522,40,1400,982.2963,573.13419,-1.16224,-0.81665,110.29973,0.000002,16.926223,0.76211,3.2364,19.814953,37,7765,40,731,209.86486,294.61731,-0.50051,1.22921,48.43479,0.000001,86.969213,3.02845,14.45779,109.024274,browser
44857,6,443,5,349,40,177,69.8,53.80112,1.01411,1.84115,24.06059,0.000092,19.964412,5.14188,8.55868,20.56753,6,828,40,557,138,188.26665,1.95745,2.10275,76.85954,0.000031,20.319885,4.17681,8.07215,20.884029,browser
48301,6,80,3,144,40,52,48,5.65685,-0.75,-1.06066,3.26599,2.923207,16.18994,9.55657,6.63337,19.113147,3,140,40,60,46.66667,9.42809,-0.75,1.06066,5.44331,0.160669,2.959722,1.5602,1.39953,3.120391,browser
45731,6,80,28,30078,40,1400,1074.21429,489.08459,0.01532,-1.28827,92.4283,0.000001,16.293858,0.79249,3.07636,21.397151,33,7516,40,731,227.75758,304.46625,-0.89391,1.05222,53.00077,0.000001,87.739464,3.49185,15.39482,111.739251,browser
45601,6,80,35,41114,40,1400,1174.68571,462.98607,1.51989,-1.83143,78.25893,0,15.094606,0.49808,2.54367,16.93462,41,5202,40,737,126.87805,218.50023,3.53624,2.37147,34.124,0.000001,118.818287,3.47219,18.6197,138.887513,browser
37960,6,443,7,942,40,553,134.57143,177.06969,2.25973,2.0831,66.92605,0.000093,62.226262,13.92242,22.76619,83.534539,11,2847,40,1400,258.81818,401.96558,3.59158,2.2329,121.19718,0.000032,61.959273,8.35347,18.80415,83.534675,browser
38004,6,443,10,973,40,464,97.3,128.78513,4.3521,2.51803,40.72543,0.000108,28.376651,5.46452,10.20246,49.180656,12,4254,40,1400,354.5,497.72424,0.64291,1.52878,143.68061,0.000005,28.085158,4.47098,9.38352,49.180763,browser
49315,6,80,5,523,40,351,104.6,123.28763,1.05346,1.86843,55.1359,0.000392,0.379961,0.19496,0.14372,0.779846,5,1187,40,1007,237.4,384.87795,1.05994,1.87311,172.12265,0.07503,0.325004,0.195,0.09099,0.78,browser
44801,6,443,8,636,40,195,79.5,61.84658,-0.2737,1.3162,21.86607,0.000031,27.357822,6.85849,10.82145,48.009417,10,2594,40,1400,259.4,412.19442,3.59849,2.29216,130.34732,0.000011,26.833459,5.33439,9.84811,48.009492,browser
47028,6,80,138,166194,40,1400,1204.30435,433.85347,1.95184,-1.92124,36.93206,0,78.218338,0.84984,7.11175,116.427664,140,9382,40,432,67.01429,89.38784,12.52747,3.81291,7.55465,0.000001,77.778213,0.83761,7.02931,116.427679,browser
49429,6,80,14,14168,40,1400,1012,612.85654,-0.9536,-1.02172,163.7928,0.000001,0.390546,0.04998,0.11481,0.649755,14,1533,40,993,109.5,245.09262,9.99468,3.5815,65.50376,0.000002,0.24041,0.04999,0.09003,0.649898,browser
37383,6,8080,6,2236,40,1400,372.66667,512.36662,0.39082,1.43572,209.1728,0.000012,0.359722,0.14393,0.16062,0.719634,7,681,40,409,97.28571,127.4662,2.99175,2.36528,48.1777,0,0.320227,0.11996,0.12002,0.719775,browser
48087,6,80,173,212437,40,1400,1227.95954,410.85219,2.81249,-2.12939,31.23651,0,30.284488,0.47674,3.08565,81.999054,175,11190,40,434,63.94286,80.24389,16.75706,4.324,6.06587,0,30.31937,0.47126,3.03823,81.999093,browser
49583,6,80,7,2414,40,1400,344.85714,504.24241,0.41611,1.4713,190.58572,0.000017,0.319924,0.11994,0.13723,0.719639,7,2700,40,1400,385.71429,547.06639,-0.471,1.19947,206.77166,0.000076,0.279208,0.12,0.09486,0.720019,browser
49261,6,80,10,6199,40,1400,619.9,644.67921,-1.68733,0.38281,203.86547,0.000001,0.362068,0.08884,0.1335,0.799563,10,2028,40,1400,202.8,405.06809,5.49973,2.8154,128.09378,0.000008,0.554281,0.08886,0.1726,0.799734,browser
49291,6,80,5,619,40,447,123.8,161.66682,1.05726,1.87117,72.2996,0.001106,0.320198,0.17995,0.13698,0.719785,5,998,40,818,199.6,309.29701,1.05853,1.87209,138.32183,0.070188,0.320074,0.17999,0.10801,0.719962,browser
39703,6,80,3,132,40,52,44,5.65685,-0.75,1.06066,3.26599,47.595803,60.163472,53.87964,6.28383,107.759275,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.160672,60.364125,35.91979,25.8474,107.759355,browser
48023,6,80,36,44062,40,1400,1223.94444,441.90408,2.86777,-2.21039,73.65068,0,29.743482,0.86824,4.95262,30.388343,37,2204,40,428,59.56757,61.91736,31.82801,5.83946,10.17915,0.000001,29.934662,0.85485,4.91588,30.774545,browser
49049,6,443,22,13098,40,1400,595.36364,638.22613,-1.73493,0.42272,136.07027,0.000001,179.893518,8.59944,38.30259,180.588213,20,2415,40,912,120.75,213.38273,7.88498,3.09379,47.71383,0.000005,180.274288,9.53046,40.24478,181.078736,browser
45577,6,80,42,40705,40,1400,969.16667,523.87953,-1.09061,-0.71597,80.83637,0.000001,16.147519,0.57952,2.49307,23.760145,47,12940,40,737,275.31915,322.39992,-1.51356,0.68785,47.02686,0.000001,16.319758,0.51653,2.37638,23.760353,browser
49077,6,443,22,6947,40,1400,315.77273,512.05992,0.82864,1.68845,109.17154,0.000001,179.762904,8.61377,38.27025,180.889146,20,2741,40,1095,137.05,246.95859,9.37083,3.2907,55.22162,0.000003,179.917204,9.52049,40.16299,180.889232,browser
48889,6,443,2,92,40,52,46,6,-1,0,4.24264,60.169454,60.169454,60.16945,0,60.169454,7,300,40,60,42.85714,6.99854,3.02778,2.38145,2.6452,0.169481,101.618648,27.64887,39.58407,165.893204,browser
38206,6,443,45,25427,40,1400,565.04444,597.81368,-1.51445,0.55951,89.1168,0.000001,113.322791,3.61941,17.14176,159.254027,54,25483,40,1400,471.90741,552.33874,-0.9758,0.84845,75.16378,0.000001,112.944778,3.00488,15.62344,159.258751,browser
45727,6,80,43,50019,40,1400,1163.23256,439.61356,1.6398,-1.79372,67.04044,0,15.092605,0.49364,2.30755,20.733059,47,9520,40,732,202.55319,287.74988,-0.36025,1.28409,41.97263,0,88.799535,2.42954,13.06398,111.759063,browser
48297,6,80,46,58590,40,1400,1273.69565,370.54477,5.88812,-2.77722,54.63385,0,29.696698,0.67593,4.3755,30.416635,51,2981,40,701,58.45098,91.09773,46.50319,7.01341,12.75623,0,77.129226,2.22399,11.48848,111.19937,browser
40877,6,80,7,603,40,351,86.14286,108.20672,3.01165,2.37426,40.8983,0.000033,0.374862,0.12503,0.1652,0.750208,7,3406,40,1400,486.57143,591.92346,-0.90281,0.94765,223.72604,0.000025,0.334608,0.12505,0.13824,0.750313,browser
48085,6,80,99,127541,40,1400,1288.29293,352.38269,7.37012,-3.02498,35.41579,0,1.272044,0.03346,0.16495,3.279472,100,6176,40,432,61.76,53.69043,41.71756,6.50241,5.36904,0,0.969974,0.03313,0.13339,3.279575,browser
49611,6,80,11,9279,40,1400,843.54545,635.3306,-1.63812,-0.3982,191.55938,0,0.637407,0.11198,0.2023,1.119808,11,1437,40,993,130.63636,272.78572,6.99829,3.12721,82.24799,0.000002,0.640358,0.11199,0.18895,1.119891,chat
47312,6,80,209,251649,40,1400,1204.0622,437.41132,1.91517,-1.91783,30.25637,0,223.677695,1.3736,15.61903,285.708537,211,14600,40,432,69.19431,88.84859,12.49036,3.7973,6.11659,0,223.214008,1.36052,15.51317,285.708654,chat
49293,6,80,7,2622,40,1400,374.57143,535.46745,-0.30444,1.24994,202.38767,0.000004,0.310052,0.11396,0.1263,0.683735,7,2892,40,1400,413.14286,584.70687,-0.73897,1.11951,220.99842,0.005206,0.224787,0.11398,0.07907,0.683856,chat
45561,6,80,58,61413,40,1400,1058.84483,501.74089,-0.41334,-1.09889,65.88181,0.000001,16.869482,0.43649,2.2099,24.880159,68,15216,40,736,223.76471,299.405,-0.82967,1.08186,36.30819,0.000001,17.029851,0.37135,2.05706,24.880323,chat
48089,6,80,171,210720,40,1400,1232.2807,403.90879,2.96848,-2.16711,30.88768,0,30.081978,0.48235,3.3959,81.999011,173,10207,40,429,59,70.23824,23.52854,5.03999,5.34011,0,30.299543,0.47674,3.35384,81.999131,chat
45597,6,80,21,22299,40,1400,1061.85714,523.08028,-0.31734,-1.21902,114.14548,0.000002,16.769612,0.93059,3.63594,18.611825,30,4697,40,735,156.56667,249.42797,1.36818,1.85339,45.53911,0.000004,117.058196,4.78923,21.43632,138.887601,chat
44537,6,443,12,1513,40,464,126.08333,155.44906,1.12253,1.75432,44.87428,0.000012,20.003227,2.83899,5.95197,31.228933,17,4235,40,1400,249.11765,438.44523,2.98624,2.20355,106.33859,0.00001,171.172041,12.8229,41.19063,205.166373,chat
48767,6,443,24,12669,40,1400,527.875,600.14007,-1.39006,0.69422,122.50308,0,179.765168,7.85762,36.65097,180.725238,22,2446,40,937,111.18182,189.23834,14.29653,3.94253,40.34575,0.000001,180.127001,8.6232,38.34955,181.087246,chat
40657,6,80,5,555,40,383,111,136.07939,1.05509,1.8696,60.85655,0.002469,0.319921,0.15736,0.14476,0.629438,5,1100,40,920,220,350.0857,1.05941,1.87272,156.56309,0.079726,0.229919,0.1574,0.07252,0.629591,chat
49431,6,80,5,523,40,351,104.6,123.28763,1.05346,1.86843,55.1359,0.002039,0.310009,0.17621,0.11977,0.704856,5,1187,40,1007,237.4,384.87795,1.05994,1.87311,172.12265,0.074887,0.32013,0.17625,0.10395,0.704981,chat
49079,6,443,8,624,40,186,78,47.0983,1.17168,1.51434,16.65176,0.000004,180.001775,25.79327,62.95548,180.55287,9,948,40,557,105.33333,160.51099,4.85863,2.73168,53.50366,0.00001,179.903952,22.60867,59.45213,180.869375,chat
48185,6,80,18,16573,40,1400,920.72222,571.49704,-1.34481,-0.57408,134.70314,0.000001,30.488546,1.87908,7.15768,31.944403,23,1722,40,429,74.86957,108.15862,7.00074,3.05571,22.55263,0.000003,60.415728,4.37362,13.77211,96.219706,chat
48885,6,443,49,27314,40,1400,557.42857,607.26594,-1.52083,0.59958,86.75228,0,180.001245,4.33503,25.91236,208.081203,47,4774,40,1090,101.57447,179.31771,18.73927,4.2838,26.15618,0,180.043129,4.52985,26.4535,208.373128,chat
48173,6,80,194,239790,40,1400,1236.03093,405.01663,3.19298,-2.21671,29.0785,0,179.878685,1.13233,13.08321,218.538792,196,12182,40,433,62.15306,75.92536,19.20941,4.58835,5.42324,0,179.383823,1.12071,12.98485,218.53883,chat
45299,6,80,2,112,52,60,56,4,-1,0,2.82843,60.318349,60.318349,60.31835,0,60.318349,7,372,52,60,53.14286,2.79942,3.02778,2.38145,1.05808,0.3201,144.607835,34.88777,53.65575,209.326614,chat
44601,6,443,8,636,40,195,79.5,61.84658,-0.2737,1.3162,21.86607,0.000054,20.005971,2.971,6.95625,20.797021,13,2704,40,1400,208,372.99969,5.78567,2.71978,103.4515,0.000008,161.203463,15.58858,44.23957,187.062917,chat
48895,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000109,0.384373,0.17988,0.1806,0.719531,7,868,40,557,124,177.6425,2.91953,2.33429,67.14255,0.074407,161.29709,27.04295,60.04032,162.257725,chat
49613,6,80,5,523,40,351,104.6,123.28763,1.05346,1.86843,55.1359,0.00356,0.339387,0.19977,0.14299,0.799089,5,1187,40,1007,237.4,384.87795,1.05994,1.87311,172.12265,0.110059,0.349801,0.19982,0.09027,0.799269,chat
38274,6,443,8,893,40,464,111.625,140.37801,2.73165,2.16814,49.63112,0.000279,20.003379,2.965,6.95671,20.755016,10,4197,40,1400,419.7,526.01237,-0.15672,1.21155,166.33972,0.000006,20.190964,2.35833,6.30544,21.224934,chat
48931,6,443,2,92,40,52,46,6,-1,0,4.24264,60.254773,60.254773,60.25477,0,60.254773,7,300,40,60,42.85714,6.99854,3.02778,2.38145,2.6452,0.254486,74.808622,23.18134,31.71367,139.088043,chat
48867,6,443,3,132,40,52,44,5.65685,-0.75,1.06066,3.26599,0.000004,30.405062,15.20253,15.20253,30.405066,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.240135,30.164957,10.21824,14.10446,30.65472,chat
39407,6,80,2,92,40,52,46,6,-1,0,4.24264,60.311447,60.311447,60.31145,0,60.311447,7,300,40,60,42.85714,6.99854,3.02778,2.38145,2.6452,0.309857,129.563117,32.19028,48.68366,193.141672,chat
39699,6,80,26,26217,40,1400,1008.34615,596.12279,-1.0464,-0.94239,116.9093,0.000001,74.862731,4.31997,15.73387,107.999265,27,2164,40,1032,80.14815,186.76658,22.9499,5.0833,35.94325,0.000001,74.914521,4.15382,15.43536,107.999343,chat
49471,6,80,6,2326,40,1400,387.66667,521.90474,0.03205,1.29817,213.06672,0.000005,0.31999,0.14594,0.13947,0.72971,7,2636,40,1400,376.57143,535.80563,-0.31939,1.2451,202.51549,0.000006,0.319921,0.12163,0.11946,0.729775,chat
41238,6,80,5,458,52,242,91.6,75.2638,1.0517,1.86717,33.659,0.000006,0.316162,0.1562,0.1325,0.624797,5,1207,52,991,241.4,374.81281,1.06207,1.87468,167.62138,0.015037,0.240088,0.15624,0.09306,0.62494,chat
48773,6,443,3,144,40,52,48,5.65685,-0.75,-1.06066,3.26599,0.320435,60.004975,30.1627,29.84227,60.32541,8,340,40,60,42.5,6.61438,4.02041,2.59176,2.33854,0.154706,129.353223,27.76667,46.23003,194.366722,chat
37968,6,443,9,2060,40,1078,228.88889,339.67548,2.05367,1.93561,113.22516,0.000893,160.986891,22.79913,52.62957,182.393009,13,3882,40,1400,298.61538,424.86152,1.46698,1.69268,117.83539,0.000002,160.563326,15.19942,44.17312,182.39308,chat
49595,6,80,7,2206,40,1400,315.14286,482.06918,1.37886,1.7807,182.20502,0.000005,0.335125,0.12418,0.14066,0.74508,7,2492,40,1400,356,513.14604,0.14026,1.38534,193.95097,0.000011,0.400013,0.12421,0.14417,0.745236,chat
44855,6,443,9,1100,40,464,122.22222,134.16969,2.36699,1.94377,44.72323,0.000045,20.005847,2.75105,6.53908,22.008409,12,4103,40,1400,341.91667,495.11269,0.87854,1.64048,142.92672,0.000002,20.214627,2.03545,5.75811,22.389935,chat
47824,6,8080,5,436,52,220,87.2,66.47225,1.04862,1.86499,29.72729,0.00001,0.392406,0.17984,0.18026,0.719358,7,1324,52,596,189.14286,217.38933,-0.42713,1.21264,82.16544,0.000071,0.314845,0.15993,0.10198,0.959579,chat
45635,6,80,11,9477,40,1400,861.54545,634.01052,-1.57625,-0.49332,191.16136,0.000001,117.037083,13.29981,34.89405,132.998068,13,1342,40,435,103.23077,141.58941,2.05622,2.07108,39.26984,0,116.678133,11.08317,32.13677,132.998052,chat
43711,6,443,18,6353,40,1400,352.94444,507.32528,0.35189,1.47719,119.57772,0.000004,59.999123,3.58744,14.1033,60.986504,19,1195,40,237,62.89474,49.41222,6.64027,2.88171,11.33594,0.000001,143.762739,11.41204,34.94176,205.416652,chat
45431,6,80,78,103828,40,1400,1331.12821,281.70667,15.31434,-4.12957,31.897,0,15.136777,0.25171,1.72881,19.381296,84,5184,40,679,61.71429,96.49692,37.09105,6.27108,10.52868,0,174.532032,2.37936,19.08591,197.486555,chat
48211,6,80,33,39614,40,1400,1200.42424,461.02087,2.22866,-2.05046,80.25343,0,55.870516,2.71201,10.90309,86.784465,34,2161,40,701,63.55882,111.12928,29.80581,5.71232,19.05851,0,55.3748,2.62984,10.69371,86.784569,chat
49795,6,80,3,144,40,52,48,5.65685,-0.75,-1.06066,3.26599,1.522154,30.157889,15.84002,14.31787,31.680043,4,180,40,60,45,8.66025,0.11111,1.5396,4.33013,0.163864,30.394651,10.69153,13.94314,32.074596,chat
44775,6,443,5,349,40,177,69.8,53.80112,1.01411,1.84115,24.06059,0.000218,19.960781,5.1378,8.55903,20.551183,10,988,40,557,98.8,153.53032,5.83176,2.90802,48.55055,0.00001,67.694867,10.23671,21.25361,92.130379,chat
47320,6,80,132,169923,40,1400,1287.29545,352.82133,7.12984,-2.97752,30.70915,0,234.74718,2.18106,20.59951,285.718494,134,8714,40,434,65.02985,65.00596,27.38638,5.37342,5.61566,0,234.358787,2.14826,20.40904,285.718557,chat
47024,6,80,76,83810,40,1400,1102.76316,514.15933,-0.16536,-1.28504,58.97812,0,78.218043,1.55237,9.58436,116.427928,78,5975,40,435,76.60256,110.92586,6.34233,2.90119,12.55988,0,77.778386,1.51205,9.41833,116.427857,chat
44535,6,443,18,7599,40,1400,422.16667,521.55017,-0.44051,1.12016,122.93055,0.000001,20.002689,2.40481,5.21528,40.881713,26,7432,40,1400,285.84615,480.57391,1.66712,1.90439,94.2483,0.000003,161.552134,8.22387,31.59973,205.596648,chat
48761,6,443,2,92,40,52,46,6,-1,0,4.24264,60.251412,60.251412,60.25141,0,60.251412,7,300,40,60,42.85714,6.99854,3.02778,2.38145,2.6452,0.250435,132.364125,32.8762,49.48236,197.257225,chat
38044,6,443,8,3785,40,1400,473.125,554.8904,-0.58145,1.07441,196.18338,0.000003,59.600022,8.61721,20.81424,60.320461,11,795,40,237,72.27273,63.08161,2.18651,2.01091,19.01982,0,144.607727,20.54165,45.01198,205.416463,chat
37996,6,443,14,7135,40,1400,509.64286,555.4951,-1.12158,0.71297,148.46231,0.000002,67.242593,6.82412,18.22272,88.713523,18,7322,40,1400,406.77778,510.70371,-0.22182,1.17615,120.37402,0.000001,66.843577,5.21846,16.10204,88.713769,chat
49599,6,80,5,523,40,351,104.6,123.28763,1.05346,1.86843,55.1359,0.001859,0.330641,0.17992,0.12153,0.719697,5,1187,40,1007,237.4,384.87795,1.05994,1.87311,172.12265,0.000001,0.479937,0.17994,0.19894,0.719776,chat
48759,6,443,289,304705,40,1400,1054.34256,563.93687,-0.72234,-1.09573,33.17276,0,61.599226,0.9869,5.61991,284.225992,289,18167,40,940,62.86159,68.9876,89.6404,7.95259,4.05809,0,61.378963,0.98766,5.57685,284.446085,chat
48759,6,443,629,791365,40,1400,1258.13196,399.84181,4.58322,-2.54363,15.94274,0,45.27481,0.34691,2.95677,217.857898,628,34913,40,569,55.59395,41.64411,72.03141,7.36509,1.66178,0,44.954668,0.34797,2.93007,218.177888,chat
48759,6,443,1783,2416903,40,1400,1355.52608,234.34157,25.554,-5.226,5.54975,0,69.269531,0.15243,2.27322,271.63016,1464,72955,40,581,49.83265,32.7739,142.46251,10.64907,0.85656,0,69.029543,0.1859,2.47784,271.96947,chat
48759,6,443,34,31068,40,1400,913.76471,623.7103,-1.64557,-0.54453,106.96543,0,179.763357,5.98145,30.76614,197.387871,25,1358,40,216,54.32,34.59332,16.92659,4.24769,6.91866,0,0.239829,0.02374,0.06293,0.569677,chat
47144,6,80,429,557093,40,1400,1298.58508,327.43886,7.91927,-3.08643,15.8089,0,29.564338,0.19554,1.88624,83.68942,431,24968,40,434,57.93039,63.42597,30.05653,5.62294,3.05512,0,29.634564,0.19463,1.86761,83.689685,chat
44859,6,443,5,349,40,177,69.8,53.80112,1.01411,1.84115,24.06059,0.000206,19.962437,5.16003,8.54733,20.640137,6,828,40,557,138,188.26665,1.95745,2.10275,76.85954,0.000014,20.371834,4.20218,8.0861,21.010921,chat
48755,6,443,2,92,40,52,46,6,-1,0,4.24264,60.239194,60.239194,60.23919,0,60.239194,7,300,40,60,42.85714,6.99854,3.02778,2.38145,2.6452,0.239946,133.498114,32.99446,49.92279,197.966731,chat
47408,6,80,29,22681,40,1400,782.10345,646.47289,-1.89611,-0.12766,120.047,0,29.979751,1.85005,5.84665,51.801436,24,1465,40,429,61.04167,76.98673,19.69183,4.73402,15.71485,0.000003,0.365345,0.03849,0.09943,0.885294,chat
49289,6,80,5,554,40,382,110.8,135.67962,1.05505,1.86957,60.67777,0.004054,0.319894,0.17996,0.13884,0.719827,5,918,40,738,183.6,277.3082,1.05756,1.87138,124.016,0.070133,0.320092,0.17997,0.1079,0.71989,chat
45599,6,80,11,9648,40,1400,877.09091,594.55995,-1.45662,-0.54329,179.26657,0.000004,15.109285,1.68721,4.48645,16.872066,18,2788,40,734,154.88889,252.32692,1.46953,1.89717,59.47403,0.000004,118.818262,8.18162,27.88136,139.087511,chat
48893,6,443,5,427,40,186,85.4,56.41844,-0.22473,1.12322,25.23109,0.000044,0.384433,0.17987,0.18064,0.719462,7,868,40,557,124,177.6425,2.91953,2.33429,67.14255,0.074405,161.137683,27.04295,59.96908,162.257718,chat
44563,6,443,28,15282,40,1400,545.78571,566.72741,-1.43692,0.52616,107.10141,0.000001,76.622013,3.97345,14.75357,107.283179,33,13084,40,1400,396.48485,509.13266,-0.35537,1.12634,88.62862,0,76.299195,3.35261,13.56684,107.283399,chat
48175,6,80,67,72909,40,1400,1088.19403,526.941,-0.45817,-1.19058,64.37609,0.000001,1.039598,0.04954,0.18712,3.269775,68,4482,40,430,65.91176,78.46144,17.46532,4.40804,9.51485,0,0.799975,0.05239,0.14874,3.50995,chat
44675,6,443,16,2937,40,1149,183.5625,285.37694,5.8986,2.62221,71.34423,0.000046,26.287189,3.37028,7.85256,50.55425,22,7383,40,1400,335.59091,514.55777,0.55749,1.56692,109.70408,0.000005,114.257809,7.98872,24.69214,167.763053,chat
43697,6,443,20,8971,40,1400,448.55,535.10835,-0.68741,1.01125,119.65386,0.000001,59.999137,3.19581,13.38894,60.720389,21,1255,40,237,59.7619,47.68339,7.79394,3.07665,10.40537,0.000001,60.013926,3.05242,13.06823,61.048473,chat
45607,6,80,12,11019,40,1400,918.25,590.77338,-1.33117,-0.67316,170.54159,0.000002,17.025776,1.70799,4.85475,18.787911,19,2822,40,730,148.52632,244.43175,1.78553,1.98169,56.07649,0.000001,116.818355,7.72072,26.74327,138.973023,chat
39403,6,80,41,42862,40,1400,1045.41463,586.80482,-0.80977,-1.08524,91.64352,0.000001,114.430009,4.76142,21.08011,190.456851,42,2839,40,999,67.59524,145.5906,37.85503,6.38143,22.46512,0.000001,114.224127,4.64529,20.83498,190.456906,chat
40705,6,80,6,563,40,351,93.83333,115.09187,2.0273,2.13974,46.98606,0.000007,0.310975,0.12414,0.14191,0.620711,6,2103,40,1400,350.5,500.80394,0.97147,1.6668,204.45235,0.000011,0.210979,0.12418,0.07902,0.620909,chat
38030,6,443,8,3785,40,1400,473.125,554.8904,-0.58145,1.07441,196.18338,0.000002,59.519279,8.59435,20.79047,60.160473,10,743,40,237,74.3,65.81801,1.62513,1.86764,20.81348,0.000013,59.369445,6.71653,18.61583,60.448797,chat
49313,6,80,14,13848,40,1400,989.14286,604.01216,-0.99891,-0.96462,161.42904,0.000001,0.324996,0.05766,0.1088,0.749623,14,1533,40,993,109.5,245.09262,9.99468,3.5815,65.50376,0.000003,0.419932,0.05768,0.12249,0.749897,chat
45433,6,80,6,3635,40,1400,605.83333,607.9897,-1.39763,0.41868,248.21075,0.000003,18.516139,4.49027,7.17659,22.451359,11,1169,40,725,106.27273,195.77357,6.98725,3.12398,59.02795,0.000026,171.492512,19.74866,50.8619,197.486578,chat
39768,6,443,8,860,40,371,107.5,105.67994,2.60889,2.08785,37.3635,0.000012,209.947994,30.14206,73.40564,210.994413,11,1438,40,480,130.72727,149.1199,0.82515,1.5869,44.96134,0.000041,209.764412,21.11545,62.88303,211.154508,chat
39768,6,443,2,154,77,77,77,0,-3,0,0,210.052589,210.052589,210.05259,0,210.052589,4,234,40,77,58.5,18.5,-1.66667,0,9.25,0.159832,209.897675,70.09077,98.85841,210.272316,chat
38560,6,80,5,523,40,351,104.6,123.28763,1.05346,1.86843,55.1359,0.004787,0.454684,0.21988,0.20831,0.879508,5,990,40,810,198,306.09802,1.05845,1.87203,136.8912,0.159805,0.319593,0.21991,0.06615,0.879638,chat
46039,6,80,5,555,40,383,111,136.07939,1.05509,1.8696,60.85655,0.003229,0.32985,0.16003,0.14992,0.6401,5,921,40,741,184.2,278.50774,1.0576,1.87141,124.55245,0.080101,0.24974,0.16005,0.07562,0.640185,chat
