@relation flows-weka.filters.unsupervised.attribute.Remove-R5-15-weka.filters.unsupervised.attribute.Remove-R1

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute app {BG,FG}

@data
443,50297,6,471,687673,40,1500,1460.0276,232.29113,0.000001,117.301698,0.29841,5.40299,140.250882,358,17507,40,349,48.90223,20.45376,0.000003,117.259618,0.56901,7.01857,203.13752,BG
80,36031,6,4,1556,52,1392,389,579.09153,0.201055,19.999937,10.07033,8.08297,30.211,5,698,52,482,139.6,171.22804,0.099983,19.971432,7.60141,8.25344,30.405626,BG
443,45896,6,12,8020,40,1480,668.33333,578.57027,0,65.00048,6.012,18.65413,66.131989,15,2200,40,509,146.66667,166.24587,0.001175,65.016865,4.74566,16.71637,66.43926,BG
8080,33716,6,6,488,52,220,81.33333,62.08238,0.000413,58.742565,11.86159,23.44088,59.307957,6,1350,52,644,225,242.40943,0.000476,58.917772,11.86429,23.52683,59.321452,BG
80,40398,6,7,788,40,388,112.57143,116.1512,0.000046,39.990882,6.73695,14.8719,40.421696,8,863,40,539,107.875,163.10766,0.000023,40.206265,5.80361,14.0449,40.625256,BG
443,51362,6,12,9521,40,1492,793.41667,701.1541,0.000003,38.60744,5.46547,11.08248,60.120127,10,750,40,220,75,60.59208,0.101062,38.481178,6.70085,12.97665,60.307664,BG
80,36130,6,5,902,40,384,180.4,163.96292,0.000766,4.999242,1.35532,2.10557,5.421268,9,972,40,238,108,91.65515,0.000158,40.833063,5.80048,13.33559,46.403864,BG
80,55829,6,4,438,40,298,109.5,109.13638,0.002074,2.002021,0.73603,0.89898,2.208104,5,1041,40,861,208.2,326.4919,0.101148,2.21107,0.65402,0.89989,2.616062,BG
443,55910,6,15,12500,40,1480,833.33333,630.01478,0,64.999707,4.73804,16.71393,66.332497,14,1748,40,541,124.85714,165.99219,0.000786,64.973595,5.1163,17.27951,66.511847,BG
443,32774,6,10,4367,40,1492,436.7,545.06863,0.000001,4.999426,0.64889,1.54131,5.839976,13,2911,40,1053,223.92308,359.00021,0.000369,4.904806,0.50578,1.32779,6.069327,BG
80,56751,6,4,438,40,298,109.5,109.13638,0.000875,2.00007,0.73774,0.89677,2.213218,5,1041,40,861,208.2,326.4919,0.101265,2.106555,0.62994,0.85343,2.519741,BG
80,45506,6,9,698,40,358,77.55556,99.348,0.000004,0.863801,0.20155,0.27073,1.612432,9,2969,40,1400,329.88889,444.84765,0.000535,0.863933,0.20161,0.25558,1.612914,BG
80,48184,6,26,31673,40,1500,1218.19231,566.28167,0.000001,118.717168,4.81928,23.24948,120.481884,25,1609,40,297,64.36,65.86707,0.000005,118.727373,5.02485,23.70874,120.596511,BG
80,33957,6,5,397,40,151,79.4,38.57771,0.000004,210.084161,52.59925,90.92398,210.396997,8,640,40,206,80,56.93637,0.000384,209.983317,30.06948,73.44952,210.486366,BG
80,33957,6,2,154,77,77,77,0,210.150735,210.150735,210.15074,0,210.150735,4,234,40,77,58.5,18.5,0.088516,210.060887,70.07971,98.98164,210.239116,BG
443,47468,6,23,5994,40,1500,260.6087,401.99273,0.000003,1.839925,0.1522,0.37922,3.348471,27,8496,40,1400,314.66667,471.2204,0.000134,1.677219,0.13675,0.31416,3.55547,BG
443,60110,6,11,4923,52,1500,447.54545,589.58142,0.000006,179.999465,18.28339,53.90842,182.833912,15,3714,52,1400,247.6,389.37143,0.000008,179.825927,13.08444,46.24789,183.182106,BG
443,46924,6,13,4246,40,1500,326.61538,499.74279,0.000005,120.000339,10.15637,33.11964,121.876447,14,2141,40,1277,152.92857,315.56445,0.000534,121.046534,9.38378,32.23431,121.989173,BG
443,36424,6,17,7322,40,1500,430.70588,551.82444,0.000003,119.999898,14.74372,38.45901,235.899559,14,2836,40,1005,202.57143,331.18418,0.000055,112.800403,8.76015,30.03394,113.881997,BG
443,49954,6,19,9818,40,1500,516.73684,653.99403,0.000002,9.463326,0.72701,2.14185,13.086156,14,1831,40,893,130.78571,216.82817,0.000006,9.377198,0.83227,2.46771,10.819547,BG
80,38737,6,10,1031,40,524,103.1,145.43346,0.000004,120.003718,20.22424,39.84707,182.01819,11,2358,40,1400,214.36364,393.95322,0.000054,120.3156,18.20189,38.37915,182.018909,BG
443,40138,6,31,30447,40,1500,982.16129,657.24248,0.000001,120.008622,4.05622,21.53223,121.686586,34,5794,40,1400,170.41176,338.4893,0.000001,120.058234,5.50949,22.70001,181.813017,BG
443,50744,6,17,1244,52,167,73.17647,31.57668,0.001007,26.175819,4.36899,6.78616,69.903912,10,1176,52,264,117.6,83.45801,0.100575,9.743799,1.95247,3.13004,17.572214,BG
443,42491,6,25,5695,40,1500,227.8,387.39819,0.000006,1.35454,0.19265,0.34778,4.623624,21,6507,40,1400,309.85714,463.31109,0.000005,1.208179,0.13453,0.25253,2.69059,BG
443,48671,6,9,6133,40,1500,681.44444,661.54316,0.00004,119.999539,15.06428,39.66188,120.514233,11,1399,40,642,127.18182,174.4648,0.000743,119.909755,12.06319,35.94888,120.631891,BG
443,33057,6,13,4432,40,1500,340.92308,511.5078,0.000001,60.010919,5.1791,16.53594,62.149197,16,3749,40,1400,234.3125,364.34543,0.000157,59.8733,4.34823,14.85067,65.223476,BG
443,38331,6,14,5956,40,1500,425.42857,577.24366,0.000003,119.849834,9.29136,31.91556,120.787733,13,1249,40,413,96.07692,104.1068,0.000171,120.143519,10.0788,33.18583,120.945642,BG
80,54586,6,5,478,40,298,95.6,101.49601,0.000498,64.99977,16.35904,28.08288,65.436176,5,1053,40,861,210.6,325.28855,0.100776,65.138198,16.38629,28.14695,65.545169,BG
80,49742,6,4,438,40,298,109.5,109.13638,0.00049,65.000702,21.73583,30.593,65.207499,5,1041,40,861,208.2,326.4919,0.101141,65.225362,16.4082,28.18463,65.6328,BG
80,60615,6,7,1203,40,345,171.85714,149.95373,0.016238,1.263624,0.58771,0.44385,3.526285,7,592,40,312,84.57143,93.25672,0.000488,1.359559,0.60883,0.58349,3.652999,BG
80,39732,6,5,871,40,625,174.2,225.85783,0.000566,210.107269,52.62852,90.92044,210.514074,8,836,40,402,104.5,116.69404,0.101176,210.001917,30.08787,73.4496,210.615082,BG
80,39732,6,11,514,40,77,46.72727,14.2707,0.295708,210.016868,27.33039,61.44814,273.30394,5,274,40,77,54.8,18.12622,0.088387,209.928701,58.8272,87.83856,235.308803,BG
443,41060,6,16,4383,40,1500,273.9375,472.71787,0.000005,30.588563,2.31748,7.56591,34.762216,14,3256,40,1400,232.57143,392.75232,0.000093,30.553657,2.47216,8.10726,32.138143,BG
8080,55723,6,17,1259,52,182,74.05882,34.27994,0.000082,24.64013,4.18614,6.41733,66.978298,10,1176,52,264,117.6,83.45801,0.098861,9.650271,1.96481,3.13328,17.683267,BG
80,58552,6,10,1126,40,762,112.6,216.46995,0.033412,17.942727,5.55402,6.60354,49.986207,5,449,40,269,89.8,89.9342,0.10058,17.774768,4.54441,7.63866,18.177658,BG
443,58341,6,17,4384,40,1500,257.88235,454.15259,0.000004,119.850311,7.59426,28.9846,121.508227,17,2419,40,1277,142.29412,288.30412,0.000005,119.77271,7.59674,28.96405,121.547829,BG
443,48991,6,15,1704,40,727,113.6,171.33624,0.000004,119.850456,8.67698,30.83435,121.477751,15,3183,40,1400,212.2,356.29224,0.000064,119.70015,8.68751,30.78994,121.625108,BG
80,34564,6,10,1126,40,762,112.6,216.46995,0.008862,18.464082,6.09183,7.10354,54.826442,5,449,40,269,89.8,89.9342,0.100669,18.073434,4.6191,7.76797,18.476403,BG
443,47533,6,19,1453,52,182,76.47368,33.18111,0.000004,27.199476,3.99842,6.78162,71.971614,13,1490,52,393,114.61538,103.81829,0.000195,9.746914,1.46555,2.8461,17.58665,BG
443,50119,6,33,8033,40,1500,243.42424,414.6266,0.000004,119.850811,3.91312,20.82434,125.219761,36,11073,40,1400,307.58333,459.87042,0.000005,120.077627,3.58602,19.97885,125.510624,BG
80,60493,6,2478,3162611,40,1500,1276.27563,515.622,0,0.438845,0.01565,0.02235,38.760029,1658,100284,40,375,60.48492,39.13321,0,0.469322,0.02341,0.04545,38.785178,BG
80,34903,6,5,478,40,298,95.6,101.49601,0.000464,64.99944,16.39339,28.06302,65.573558,5,1053,40,861,210.6,325.28855,0.100981,65.230918,16.40857,28.18763,65.63428,BG
80,37976,6,10,833,40,461,83.3,125.95082,0.233327,23.359883,5.28192,7.28316,47.537313,5,443,40,263,88.6,87.54336,0.10691,0.829741,0.29525,0.30865,1.180999,BG
443,46356,6,17,6520,40,1492,383.52941,436.73604,0.000002,5.000356,0.66547,1.31338,10.647555,23,2435,40,220,105.86957,79.92731,0.000142,5.007562,0.49363,1.13308,10.85979,BG
443,36109,6,36,9247,40,1500,256.86111,418.13821,0.000006,119.999456,5.184,21.72467,181.440113,36,16283,40,1400,452.30556,584.13615,0.000001,119.999943,5.18787,21.69631,181.575428,BG
443,32852,6,8,879,40,397,109.875,117.88918,0.000024,4.999847,0.78889,1.72102,5.52221,9,1899,40,1053,211,325.96012,0.00001,4.853532,0.70032,1.57229,5.602566,BG
80,45063,6,7,3298,40,1500,471.14286,651.46679,0.000005,2.999298,0.55827,1.0941,3.349645,7,699,40,439,99.85714,138.62635,0.000045,2.940366,0.55829,1.06721,3.349756,BG
443,36401,6,17,8764,40,1500,515.52941,637.61219,0.000004,120.000458,7.57241,29.02887,121.158566,19,4520,40,1400,237.89474,414.8609,0.000017,119.873633,10.08054,29.96455,181.449747,BG
80,39482,6,8,392,40,52,49,5.19615,0.336822,15.27457,4.79585,5.90188,33.570948,11,3724,40,1400,338.54545,383.22563,0.215004,6.380298,1.52793,1.90247,15.279333,BG
8080,55900,6,19,1438,52,167,75.68421,30.75036,0.000051,25.919989,3.86251,6.48815,69.525098,10,1322,52,393,132.2,112.52626,0.100817,9.744796,1.96356,3.14119,17.672027,BG
443,37972,6,25,27148,40,1500,1085.92,616.50232,0.000001,119.247722,5.05593,23.81121,121.342325,25,3564,40,1400,142.56,296.91225,0.000021,119.216817,7.59567,26.23853,182.29617,BG
80,53288,6,4,438,40,298,109.5,109.13638,0.000553,2.000074,0.73707,0.89718,2.211221,5,1041,40,861,208.2,326.4919,0.103177,2.054191,0.59272,0.84378,2.370886,BG
80,36201,6,4,438,40,298,109.5,109.13638,0.000548,2.001711,0.73664,0.89853,2.209906,5,1041,40,861,208.2,326.4919,0.102257,2.046446,0.58985,0.84097,2.359388,BG
80,59171,6,7,857,40,600,122.42857,195.01198,0.000009,120.000235,20.08426,44.68388,120.50553,7,1992,40,1072,284.57143,390.37815,0.000595,120.29478,20.10022,44.80839,120.601349,BG
80,50627,6,12,10210,40,1500,850.83333,696.07672,0,119.328272,10.9194,34.282,120.113367,11,804,40,284,73.09091,67.02164,0.000052,119.354466,12.02379,35.7771,120.237894,BG
443,39482,6,34,8082,40,1500,237.70588,374.76012,0.000004,119.999695,5.45507,22.03984,180.01719,36,16131,40,1400,448.08333,556.03399,0.00001,120.067703,5.14873,21.44049,180.205476,BG
80,51450,6,5,568,52,350,113.6,118.23637,0.002195,179.997605,45.09162,77.88804,180.366481,6,698,52,424,116.33333,137.62953,0.000898,180.018059,36.06588,71.9761,180.329383,BG
443,54568,6,13,10575,40,1480,813.46154,653.68654,0.000001,64.999811,5.64709,17.89955,67.765114,13,2145,40,1037,165,277.56025,0.000667,64.920429,5.66271,17.87655,67.952546,BG
443,59467,6,12,4963,40,1500,413.58333,575.60989,0.000009,179.998269,16.62741,51.66518,182.90152,13,3386,52,1400,260.46154,407.82266,0.000066,180.050691,15.24177,49.69393,182.901196,BG
80,51823,6,7,816,40,298,116.57143,114.94453,0.000436,64.800649,10.95562,24.08053,65.733741,7,1145,40,861,163.57143,284.81566,0.09781,65.114229,10.95539,24.2206,65.73234,BG
80,35827,6,7,1006,40,762,143.71429,252.41786,0.035668,20.000377,3.96354,7.20133,23.781215,9,609,40,269,67.66667,71.45473,0.000692,129.125473,19.1704,42.27578,153.363234,BG
443,48370,6,10,5769,52,1500,576.9,615.2306,0.000003,15.000209,1.74693,4.68655,15.722411,13,1521,52,486,117,127.63048,0.001162,14.947179,1.70334,4.17012,20.440076,BG
80,41011,6,6,532,40,312,88.66667,100.14434,0.002064,65.001041,13.10421,25.94855,65.521035,6,721,40,489,120.16667,165.11856,0.000591,65.112883,13.10423,26.00441,65.521138,BG
8080,46600,6,10,1172,52,195,117.2,48.43924,0.000062,69.745986,8.05247,21.8164,72.472252,12,1104,52,247,92,63.88401,0.00028,69.644267,6.6183,19.93757,72.801281,BG
8080,46600,6,7,409,52,97,58.42857,15.74672,0.755693,21.056231,7.70844,6.69533,46.250649,3,360,52,256,120,96.16652,0.101313,5.945548,3.02343,2.92212,6.046861,BG
443,43171,6,19,8390,40,1500,441.57895,621.48594,0.000005,9.411071,0.74194,2.12887,13.354847,14,1827,40,893,130.5,216.96601,0.001085,9.284656,0.83623,2.4395,10.871033,BG
80,33016,6,4,438,40,298,109.5,109.13638,0.000575,2.000553,0.73591,0.89819,2.207716,5,1041,40,861,208.2,326.4919,0.09776,2.207486,0.65413,0.89776,2.616535,BG
80,35652,6,12,1214,40,762,101.16667,199.27612,0.039492,20.799968,5.43322,7.22314,59.765454,5,449,40,269,89.8,89.9342,0.100537,17.773005,4.54422,7.63775,18.176898,BG
80,35608,6,11,1302,52,774,118.36364,207.34305,0.039525,22.336009,6.28734,7.73903,62.873376,5,497,52,281,99.4,90.85285,0.100484,17.976272,4.59473,7.72594,18.378935,BG
8080,41332,6,5,380,40,208,76,66.16343,0.000545,59.692012,14.97571,25.8171,59.902849,6,1134,40,488,189,203.86842,0.000645,59.790619,12.03983,23.87548,60.199152,BG
443,58611,6,19,9904,40,1480,521.26316,515.8188,0.000001,2.000053,0.32654,0.55142,5.877756,15,3284,40,541,218.93333,225.09034,0.00001,3.390102,0.27194,0.86601,3.807226,BG
80,40766,6,4,498,40,358,124.5,135.05832,0.001464,4.99975,1.73447,2.31036,5.203412,7,695,40,238,99.28571,87.67589,0.000924,50.314263,9.29243,18.43389,55.754585,BG
8080,60934,6,18,1320,52,101,73.33333,21.84796,0.000005,269.718196,17.34844,63.14492,294.9234,15,1757,52,264,117.13333,76.63234,0.000086,250.543713,19.63522,64.2259,274.893072,BG
443,54338,6,20,1303,40,155,65.15,30.37643,0.000008,24.896189,3.55039,6.13834,67.457327,10,1726,40,895,172.6,250.92756,0.100589,9.655419,1.96531,3.1338,17.687759,BG
443,39061,6,11,4419,40,1492,401.72727,531.33949,0.000002,4.569663,0.58483,1.33566,5.848302,14,3199,40,1053,228.5,354.83955,0.000279,4.10926,0.46338,1.05885,6.023942,BG
443,37536,6,8,3871,40,1500,483.875,578.39161,0.000004,0.315527,0.11335,0.12551,0.793418,11,1080,40,301,98.18182,92.81146,0.000668,0.646853,0.14898,0.17513,1.489835,BG
443,57325,6,17,1244,52,167,73.17647,31.57668,0.000005,24.639928,4.18553,6.41663,66.968557,10,1176,52,264,117.6,83.45801,0.101032,9.643126,1.96393,3.13038,17.675375,BG
80,53957,6,39,2447,40,311,62.74359,51.52332,0.000002,61.577042,6.4806,18.48903,246.262881,47,29652,40,1400,630.89362,641.85009,0.000001,62.047189,5.28723,16.99211,243.212481,BG
80,39838,6,5,882,40,384,176.4,159.27034,0.00728,5.001478,1.60326,2.01437,6.413048,7,694,40,237,99.14286,87.45028,0.090066,5.217258,1.13631,1.85216,6.817869,BG
80,58937,6,13,1048,40,376,80.61538,96.29485,0.000005,119.850087,10.35963,33.01696,124.315512,11,4223,40,1400,383.90909,529.97778,0.000113,0.718794,0.13155,0.20571,1.315458,BG
80,47557,6,5,1671,40,1494,334.2,579.91668,0.000005,119.998955,30.06505,51.92342,120.260185,6,1064,40,844,177.33333,298.23183,0.000914,120.169297,24.11506,48.02716,120.575307,BG
8080,45802,6,17,1182,52,101,69.52941,20.99613,0.00003,231.830369,18.11061,55.86299,289.769741,15,1415,52,264,94.33333,68.00359,0.000059,231.702136,19.17558,59.64333,268.458099,BG
443,60102,6,17,7015,40,1480,412.64706,524.58678,0,65.000773,4.38966,15.68249,70.234621,18,3497,40,1325,194.27778,309.55287,0.000358,74.975031,8.54243,22.5652,145.221243,BG
80,44797,6,14,1088,40,376,77.71429,93.37974,0.000004,119.85006,9.56754,31.84032,124.378,11,4147,40,1400,377,525.74709,0.000175,0.715611,0.1321,0.2046,1.320955,BG
80,49830,6,4,503,40,363,125.75,137.21949,0.026356,5.000116,1.74524,2.30275,5.235726,5,425,40,245,85,80.37413,0.102982,5.076427,1.35097,2.1509,5.403876,BG
443,42098,6,10,3954,52,1500,395.4,549.33436,0.000111,0.864348,0.36102,0.28879,3.24922,10,1353,52,486,135.3,140.41229,0.001782,0.805814,0.18112,0.22707,1.630061,BG
80,42698,6,5,904,40,385,180.8,164.4523,0.009078,4.999211,1.35699,2.10444,5.427941,7,695,40,238,99.28571,87.67589,0.000261,5.247083,0.9783,1.91039,5.86977,BG
443,58879,6,12,7724,40,1480,643.66667,589.37344,0,64.999753,5.97413,18.66573,65.715461,14,1716,40,541,122.57143,167.02468,0.000635,65.238787,5.0805,17.36631,66.046559,BG
443,44465,6,11,4336,52,1500,394.18182,535.48972,0.000002,0.79999,0.28539,0.24644,2.853855,11,1181,52,297,107.36364,89.73321,0.002683,0.314908,0.12362,0.07806,1.236215,BG
5222,57663,6,8,857,40,147,107.125,43.41497,0.000109,268.561976,39.58986,93.49682,277.129,11,1076,40,453,97.81818,118.04377,0.000588,266.936546,27.732,79.75847,277.320013,BG
5222,57663,6,11,5074,40,1400,461.27273,554.44995,0.000005,89.410522,17.92391,29.01822,179.239085,14,4158,40,1392,297,465.08386,0.000131,89.625528,13.78763,25.0129,179.239206,BG
5222,57663,6,3,153,40,73,51,15.55635,0.000091,0.087733,0.04391,0.04382,0.087824,3,182,40,75,60.66667,14.97405,0.000305,0.087828,0.04407,0.04376,0.088133,BG
443,54744,6,18,1349,52,167,74.94444,31.54093,0.000018,26.399811,4.14551,6.69972,70.473698,12,1291,52,264,107.58333,79.31,0.000216,9.443279,1.60581,2.87214,17.663925,BG
80,55519,6,7,816,40,298,116.57143,114.94453,0.000552,64.800256,10.95579,24.08027,65.734757,7,1145,40,861,163.57143,284.81566,0.100881,65.124368,10.9558,24.22495,65.734818,BG
443,37198,6,15,7833,40,1480,522.2,535.82761,0.000001,65.000134,5.16258,16.632,72.276142,20,3453,40,509,172.65,182.70667,0.000228,65.130498,3.82658,14.47844,72.705006,BG
80,49838,6,9,698,40,358,77.55556,99.348,0.000005,0.775861,0.19172,0.2383,1.533727,9,2948,40,1400,327.55556,442.66669,0.002434,0.775877,0.19171,0.2273,1.533695,BG
443,34162,6,18,1111,40,170,61.72222,33.31634,0.000014,119.752104,13.12913,29.4154,223.195288,11,1319,40,252,119.90909,89.16324,0.000058,119.553496,17.13546,37.06632,171.354643,BG
443,42918,6,13,1407,40,733,108.23077,184.44643,0.000014,5.705161,0.69914,1.54903,8.389629,11,2821,40,1400,256.45455,399.23845,0.000694,5.669208,0.62136,1.68329,6.213641,BG
80,53141,6,9,5645,40,1500,627.22222,673.74225,0.000002,119.549844,15.01514,39.51053,120.121155,10,701,40,297,70.1,75.94531,0.000028,119.572637,13.37106,37.54826,120.339536,BG
443,43267,6,11,4237,40,1500,385.18182,536.11478,0.000005,119.998851,12.08081,35.97278,120.808109,16,2932,40,1400,183.25,343.11195,0.000372,120.057198,12.05928,32.47331,180.889188,BG
8080,60345,6,20,1521,52,182,76.05,35.2909,0.000004,145.336905,11.69074,32.45864,222.123981,15,1598,52,393,106.53333,98.81354,0.000001,145.125007,12.19954,37.39817,170.793603,BG
443,60762,6,14,10684,40,1480,763.14286,619.18124,0.000001,64.999984,5.11084,17.28903,66.44086,14,1724,40,541,123.14286,166.79579,0.000029,64.96591,5.1151,17.27837,66.496288,BG
443,34190,6,15,7432,40,1500,495.46667,618.06072,0.000002,60.000477,4.43131,15.41295,62.038358,14,3645,40,1400,260.35714,384.69183,0.000265,59.979526,4.80256,15.92907,62.433342,BG
443,45985,6,9,3948,40,1500,438.66667,560.10396,0.000005,0.307211,0.10377,0.11328,0.830155,11,1269,40,458,115.36364,131.69267,0.001136,0.723869,0.16576,0.1968,1.65758,BG
80,34034,6,11,1302,52,774,118.36364,207.34305,0.031682,18.057718,5.11016,6.52355,51.101583,5,497,52,281,99.4,90.85285,0.100552,17.8884,4.57275,7.68791,18.290982,BG
80,42292,6,4,527,40,387,131.75,147.59467,0.003029,4.999407,1.73587,2.30915,5.207598,7,697,40,240,99.57143,88.12954,0.000352,60.764619,11.0332,22.31659,66.199187,BG
5222,58449,6,8,572,40,147,71.5,34.04409,0.000004,261.3067,37.39134,91.41311,261.739355,13,1230,40,453,94.61538,108.87222,0.000005,261.107845,21.82454,72.14667,261.894495,BG
5222,58449,6,5,323,52,73,64.6,10.28786,0.000003,178.538348,44.73278,77.25285,178.931113,7,432,40,75,61.71429,15.78167,0.000015,178.332472,29.86022,66.39915,179.16134,BG
5222,58449,6,3,177,52,73,59,9.89949,0.000005,0.000025,0.00001,0.00001,0.00003,4,265,40,75,66.25,15.15544,0.000016,0.221597,0.07388,0.10445,0.221644,BG
5222,58449,6,2,113,40,73,56.5,16.5,0.089416,0.089416,0.08942,0,0.089416,3,182,40,75,60.66667,14.97405,0.000385,0.089726,0.04506,0.04467,0.090111,BG
443,34182,6,13,4432,40,1500,340.92308,511.5078,0.000002,59.999512,5.13678,16.54262,61.6414,15,3653,40,1400,243.53333,372.56335,0.000377,59.872452,4.41727,15.38131,61.841811,BG
443,43558,6,13,1407,40,733,108.23077,184.44643,0.000004,5.204519,0.71334,1.41413,8.560106,10,2785,40,1400,278.5,414.37043,0.00004,5.083526,0.66499,1.56395,5.984876,BG
80,42750,6,4,438,40,298,109.5,109.13638,0.000628,65.000469,21.73668,30.59224,65.210034,5,1041,40,861,208.2,326.4919,0.101188,65.128088,16.3845,28.14215,65.53801,BG
8080,59470,6,17,1244,52,167,73.17647,31.57668,0.000225,24.639923,4.18565,6.41643,66.970468,10,1175,52,264,117.5,83.37176,0.100542,9.641468,1.96387,3.12976,17.674833,BG
5222,58403,6,8,560,40,147,70,35.11766,0.000004,250.050328,35.79399,87.46983,250.55792,13,1187,40,453,91.30769,109.86872,0.000025,249.856126,20.87981,69.039,250.557693,BG
443,34130,6,11,956,52,101,86.90909,17.52637,0.000055,165.465627,16.64145,49.60819,166.414516,14,1704,52,374,121.71429,103.45353,0.000054,165.35873,12.81605,44.03552,166.608596,BG
80,39837,6,4,525,40,385,131.25,146.72998,0.00196,4.999371,1.73137,2.31214,5.194102,7,697,40,240,99.57143,88.12954,0.000098,78.011928,13.90442,28.72606,83.426516,BG
8080,45973,6,10,520,40,67,52,12.72792,0.005177,15.747252,3.71541,4.8779,33.43868,5,247,40,67,49.4,11.72348,0.002168,3.95148,1.29536,1.56657,5.181427,BG
443,43262,6,11,1401,40,733,127.36364,195.76622,0.000004,119.849729,18.09318,38.37551,180.931806,13,2949,40,1400,226.84615,379.0987,0,119.577678,15.07765,35.58301,180.931838,BG
5222,58120,6,12,3045,40,1400,253.75,421.18644,0.000005,183.108232,18.86914,52.30036,207.56057,18,3118,40,1392,173.22222,319.39066,0.000028,183.270004,12.33173,43.03999,209.639486,BG
5222,58120,6,8,476,40,73,59.5,14.15097,0.000008,188.658417,27.4976,65.79691,192.483221,7,447,40,75,63.85714,15.32904,0.000177,188.656635,32.07689,70.03719,192.461353,BG
80,36408,6,5,545,40,373,109,132.08179,0.000005,0.195133,0.09861,0.09509,0.394454,6,995,40,763,165.83333,267.16687,0.000608,0.101694,0.07892,0.03939,0.394591,BG
443,42905,6,24,9190,40,1500,382.91667,531.19934,0.000003,119.999011,5.37797,24.43915,123.693327,28,10799,40,1400,385.67857,513.19065,0.000279,120.035746,6.81569,24.92594,184.023561,BG
443,43828,6,34,9047,40,1500,266.08824,422.67081,0.000004,119.966583,7.67309,24.03224,253.211926,31,13750,40,1400,443.54839,552.09495,0.000017,69.383736,4.37941,14.15196,131.382384,BG
443,60583,6,13,13872,40,1480,1067.07692,589.48093,0.000001,1.728033,0.33211,0.49309,3.98538,7,581,40,265,83,74.55966,0.000262,3.668921,0.66411,1.34461,3.984636,BG
80,42686,6,10,928,40,546,92.8,151.11307,0.000004,119.849986,13.61802,37.56022,122.562186,11,3294,40,1400,299.45455,517.18686,0.000057,120.146606,12.25622,35.96456,122.562215,BG
443,46444,6,15,4971,40,1500,331.4,480.45351,0.000008,1.376068,0.23793,0.36186,3.330997,11,1764,40,1005,160.36364,272.37483,0.000543,0.303319,0.10253,0.07818,1.025347,BG
8080,60097,6,9,873,52,167,97,30.50319,0.00002,259.105596,32.73024,85.56477,261.841934,10,1188,52,264,118.8,82.58789,0.091833,258.990229,29.11629,81.27515,262.046603,BG
80,53983,6,4,438,40,298,109.5,109.13638,0.000563,64.999535,21.7347,30.59297,65.20411,5,1041,40,861,208.2,326.4919,0.101225,65.108398,16.37838,28.13432,65.513535,BG
8080,33408,6,18,1100,40,130,61.11111,27.00183,0.001254,78.763535,9.55787,19.40258,162.483807,13,1163,40,252,89.46154,70.6003,0.00028,78.643611,10.33153,22.63137,123.978357,BG
443,42899,6,11,4339,40,1500,394.45455,541.85949,0.000003,119.999511,12.05871,35.98037,120.587122,11,1085,40,365,98.63636,100.00934,0.000422,120.012635,12.07455,35.97941,120.74555,BG
80,54675,6,6,3016,52,1400,502.66667,634.51679,0.005278,48.248698,13.7302,18.83308,68.650993,7,826,52,482,118,148.68951,0.001047,48.145694,11.4737,17.97136,68.842178,BG
80,60117,6,8,3236,40,1489,404.5,626.14795,0.000005,119.688671,17.32401,41.79136,121.268078,8,1180,40,844,147.5,263.34341,0.000909,120.936048,17.36452,42.28297,121.551632,BG
443,53862,6,12,4490,40,1492,374.16667,517.77084,0.000002,4.999596,0.57327,1.40423,6.305983,16,1350,40,220,84.375,68.09632,0.000009,5.409668,0.43487,1.33026,6.523058,BG
443,33597,6,17,1718,52,195,101.05882,52.59778,0.000353,41.680322,6.78794,12.70888,108.607025,14,1431,52,264,102.21429,74.49178,0.000501,40.109011,6.1383,13.49895,79.797847,BG
80,38856,6,5,990,52,774,198,288.01667,0.004078,19.99974,5.15786,8.57036,20.631426,7,613,52,281,87.57143,79.09462,0.001091,140.14517,26.80888,51.22044,160.853301,BG
80,45386,6,10,3088,40,1500,308.8,536.26072,0.000004,119.998903,15.09122,37.36313,135.820944,11,2313,40,1400,210.27273,390.51576,0.000019,120.220506,13.5821,35.80716,135.821028,BG
443,59223,6,13,13872,40,1480,1067.07692,589.48093,0.000002,1.856034,0.32323,0.53456,3.878709,8,641,40,265,80.125,70.15775,0.000005,3.463565,0.55412,1.18865,3.878809,BG
5222,49540,6,13,988,40,147,76,31.54728,0.000003,270.616152,22.88076,74.69677,274.569112,16,2584,40,453,161.5,170.98026,0.000005,270.410189,18.31623,67.38122,274.743405,BG
5222,49540,6,4,238,40,73,59.5,14.15097,0.000003,266.758276,88.91943,125.75106,266.758285,5,305,40,75,61,17.14643,0,266.611448,66.7371,115.39753,266.948387,BG
5222,49540,6,6,405,40,73,67.5,12.29837,0.273005,293.569939,59.29498,117.13828,296.474882,8,1064,40,678,133,206.37769,0.000271,292.12979,42.34792,101.98142,296.435449,BG
